Work Item Id,Work Item Type,Project Name,Iteration Path,Assigned To,Area Path,Date,Created Date,Activated Date,Resolved Date,Closed Date,Cycle Time Resolved,Changed Date,Iteration Start Date,Iteration End Date,State,State Category,Is Current
1013432,User Story,MP-8465878480,AR-8465801115,"","",2023-07-18 00:00:00,2020-08-04 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,1,2023-03-31 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
1027305,Bug,MP-8465878480,AR-8465801115,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-08-07 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-08-11 00:00:00,2,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
1033357,Bug,MP-8465878480,AR-8465801115,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-08-12 00:00:00,3,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
1052891,Bug,MP-8465878480,AR-8465801115,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-08-12 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-08-18 00:00:00,4,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
1056668,Bug,MP-8465878480,AR-8465801115,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,1,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
1027971,Bug,MP-8465878480,AR-8465801115,AM-6910001122,AR-8465878480,2023-07-18 00:00:00,2020-08-07 00:00:00,2020-08-13 00:00:00,2020-08-19 00:00:00,2020-08-21 00:00:00,3,2021-08-01 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
1035204,Bug,MP-8465878480,AR-8465801115,AM-7111111697,AR-8465878480,2023-07-18 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-08-13 00:00:00,4,2021-08-01 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
976766,Bug,MP-8465878480,AR-8465801115,AM-7411797115,AR-8465878480,2023-07-18 00:00:00,2020-07-30 00:00:00,2020-08-11 00:00:00,2020-08-11 00:00:00,2020-08-12 00:00:00,2,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
1009906,Bug,MP-8465878480,AR-8465801115,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-08-03 00:00:00,2020-08-03 00:00:00,2020-08-11 00:00:00,2020-08-11 00:00:00,1,2021-07-19 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
833476,Bug,MP-8465878480,AR-8465801115,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-06-14 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-08-11 00:00:00,2,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
967676,Bug,MP-8465878480,AR-8465801115,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-07-28 00:00:00,2020-08-11 00:00:00,2020-08-11 00:00:00,2020-08-14 00:00:00,4,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
926409,Bug,MP-8465878480,AR-8465801115,AM-7797114116,AR-8465878480,2023-07-18 00:00:00,2020-07-11 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-08-14 00:00:00,2,2021-08-20 00:00:00,2020-08-02 00:00:00,2020-08-14 00:00:00,Closed,Completed,TRUE
675909,User Story,MP-8465878480,AR-8465803249,"","",2023-07-18 00:00:00,2020-04-27 00:00:00,2020-05-07 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,1,2021-07-31 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
675930,User Story,MP-8465878480,AR-8465803249,"","",2023-07-18 00:00:00,2020-04-27 00:00:00,2020-05-07 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,1,2021-07-31 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
1208764,User Story,MP-8465878480,AR-8465803249,"","",2023-07-18 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-28 00:00:00,2020-10-28 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1208752,User Story,MP-8465878480,AR-8465803249,"","",2023-07-18 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-28 00:00:00,2020-10-28 00:00:00,1,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1165679,User Story,MP-8465878480,AR-8465803249,"","",2023-07-18 00:00:00,2020-09-28 00:00:00,2020-10-21 00:00:00,2020-10-21 00:00:00,2020-10-21 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
957694,User Story,MP-8465878480,AR-8465803249,AM-6510014115,AR-8465804648,2023-07-18 00:00:00,2020-07-23 00:00:00,2020-10-01 00:00:00,2020-10-02 00:00:00,2020-10-28 00:00:00,19,2021-11-15 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
671095,User Story,MP-8465878480,AR-8465803249,AM-6510301122,AR-8465878480,2023-07-18 00:00:00,2020-04-24 00:00:00,2020-04-27 00:00:00,2020-05-04 00:00:00,2020-05-15 00:00:00,10,2021-07-31 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
1181647,Bug,MP-8465878480,AR-8465803249,AM-6511016111,AR-8465804649,2023-07-18 00:00:00,2020-10-05 00:00:00,2020-10-12 00:00:00,2020-10-15 00:00:00,2020-10-19 00:00:00,3,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1228706,Bug,MP-8465878480,AR-8465803249,AM-6511016111,AR-8465804649,2023-07-18 00:00:00,2020-10-22 00:00:00,2020-10-22 00:00:00,2020-10-26 00:00:00,2020-10-27 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1240817,Bug,MP-8465878480,AR-8465803249,AM-6511016111,AR-8465804649,2023-07-18 00:00:00,2020-10-28 00:00:00,2020-10-28 00:00:00,2020-10-28 00:00:00,2020-10-28 00:00:00,1,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1216316,Bug,MP-8465878480,AR-8465803249,AM-6511016111,AR-8465810115,2023-07-18 00:00:00,2020-10-19 00:00:00,2020-10-21 00:00:00,2020-10-22 00:00:00,2020-10-22 00:00:00,1,2021-05-18 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1129752,Bug,MP-8465878480,AR-8465803249,AM-6511016111,AR-8465816115,2023-07-18 00:00:00,2020-09-14 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-19 00:00:00,2,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
801502,Bug,MP-8465878480,AR-8465803249,AM-6511016111,AR-8465878480,2023-07-18 00:00:00,2020-06-07 00:00:00,2020-06-09 00:00:00,2020-06-09 00:00:00,2020-06-09 00:00:00,1,2020-09-30 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
1201998,Bug,MP-8465878480,AR-8465803249,AM-6511016111,AR-8465878480,2023-07-18 00:00:00,2020-10-13 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,2020-10-19 00:00:00,2,2021-09-30 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1157891,Bug,MP-8465878480,AR-8465803249,AM-6511410497,AR-8465804648,2023-07-18 00:00:00,2020-09-24 00:00:00,2020-10-06 00:00:00,2020-10-08 00:00:00,2020-10-28 00:00:00,15,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
671687,User Story,MP-8465878480,AR-8465803249,AM-6710110111,AR-8465878480,2023-07-18 00:00:00,2020-04-24 00:00:00,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-05-15 00:00:00,7,2021-07-31 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
671690,User Story,MP-8465878480,AR-8465803249,AM-6710110111,AR-8465878480,2023-07-18 00:00:00,2020-04-24 00:00:00,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-05-15 00:00:00,7,2021-07-31 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
764710,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465801115,2023-07-18 00:00:00,2020-05-26 00:00:00,2020-10-23 00:00:00,2020-10-23 00:00:00,2020-10-23 00:00:00,1,2021-08-01 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1205169,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465804648,2023-07-18 00:00:00,2020-10-14 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,2020-10-28 00:00:00,10,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1195840,User Story,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465804648,2023-07-18 00:00:00,2020-10-09 00:00:00,2020-10-19 00:00:00,2020-10-19 00:00:00,2020-10-28 00:00:00,8,2022-03-15 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1082975,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465804649,2023-07-18 00:00:00,2020-08-25 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,1,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1188582,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465804649,2023-07-18 00:00:00,2020-10-07 00:00:00,2020-10-20 00:00:00,2020-10-20 00:00:00,2020-10-20 00:00:00,1,2021-11-11 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1205461,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465816115,2023-07-18 00:00:00,2020-10-14 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,2020-10-22 00:00:00,5,2021-11-11 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
831507,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-06-12 00:00:00,2020-07-29 00:00:00,2020-08-04 00:00:00,2020-08-11 00:00:00,6,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
801318,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-06-06 00:00:00,2020-08-18 00:00:00,2020-08-18 00:00:00,2020-08-18 00:00:00,1,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
801363,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-06-06 00:00:00,2020-08-18 00:00:00,2020-08-18 00:00:00,2020-08-18 00:00:00,1,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
801688,Bug,MP-8465878480,AR-8465803249,AM-6710111097,AR-8465878480,2023-07-18 00:00:00,2020-06-07 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,1,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
671681,User Story,MP-8465878480,AR-8465803249,AM-6710401115,AR-8465878480,2023-07-18 00:00:00,2020-04-24 00:00:00,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-05-15 00:00:00,7,2021-07-31 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
972236,User Story,MP-8465878480,AR-8465803249,AM-6797197110,AR-8465804649,2023-07-18 00:00:00,2020-07-29 00:00:00,2020-10-13 00:00:00,2020-10-13 00:00:00,2020-10-28 00:00:00,12,2021-11-15 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1201378,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804648,2023-07-18 00:00:00,2020-10-13 00:00:00,2020-10-14 00:00:00,2020-10-14 00:00:00,2020-10-16 00:00:00,3,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1185055,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804648,2023-07-18 00:00:00,2020-10-06 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,1,2021-11-11 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1103707,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804649,2023-07-18 00:00:00,2020-09-02 00:00:00,2020-10-06 00:00:00,2020-10-20 00:00:00,2020-10-20 00:00:00,1,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1071389,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804649,2023-07-18 00:00:00,2020-08-20 00:00:00,2020-10-09 00:00:00,2020-10-09 00:00:00,2020-10-20 00:00:00,8,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1092872,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804649,2023-07-18 00:00:00,2020-08-27 00:00:00,2020-10-09 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1189369,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804649,2023-07-18 00:00:00,2020-10-07 00:00:00,2020-10-09 00:00:00,2020-10-15 00:00:00,2020-10-19 00:00:00,3,2021-11-11 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1201208,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804649,2023-07-18 00:00:00,2020-10-13 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1169153,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804649,2023-07-18 00:00:00,2020-09-29 00:00:00,2020-10-16 00:00:00,2020-10-22 00:00:00,2020-10-22 00:00:00,1,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1125823,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465804649,2023-07-18 00:00:00,2020-09-12 00:00:00,2020-10-20 00:00:00,2020-10-21 00:00:00,2020-10-22 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1192329,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465808112,2023-07-18 00:00:00,2020-10-08 00:00:00,2020-10-14 00:00:00,2020-10-22 00:00:00,2020-10-22 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1189418,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465810116,2023-07-18 00:00:00,2020-10-07 00:00:00,2020-10-08 00:00:00,2020-10-22 00:00:00,2020-10-22 00:00:00,1,2021-05-18 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
913696,Bug,MP-8465878480,AR-8465803249,AM-6810512111,AR-8465814115,2023-07-18 00:00:00,2020-07-07 00:00:00,2020-10-20 00:00:00,2020-10-21 00:00:00,2020-10-22 00:00:00,2,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1172734,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465804649,2023-07-18 00:00:00,2020-09-30 00:00:00,2020-10-08 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1181199,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465804649,2023-07-18 00:00:00,2020-10-05 00:00:00,2020-10-08 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1191373,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465804649,2023-07-18 00:00:00,2020-10-08 00:00:00,2020-10-08 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1161961,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465804649,2023-07-18 00:00:00,2020-09-26 00:00:00,2020-10-09 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1188172,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465804649,2023-07-18 00:00:00,2020-10-07 00:00:00,2020-10-12 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1195776,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465804649,2023-07-18 00:00:00,2020-10-09 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1272172,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465804649,2023-07-18 00:00:00,2020-11-04 00:00:00,2020-11-06 00:00:00,2020-11-11 00:00:00,2020-11-11 00:00:00,1,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1212065,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465814110,2023-07-18 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,2020-10-23 00:00:00,2020-10-23 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1204465,Bug,MP-8465878480,AR-8465803249,AM-6897197115,AR-8465814121,2023-07-18 00:00:00,2020-10-14 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-05-18 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1205185,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465804648,2023-07-18 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-19 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1175479,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465804649,2023-07-18 00:00:00,2020-10-01 00:00:00,2020-10-02 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1133921,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465804649,2023-07-18 00:00:00,2020-09-15 00:00:00,2020-10-06 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1160914,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465804649,2023-07-18 00:00:00,2020-09-25 00:00:00,2020-10-07 00:00:00,2020-10-13 00:00:00,2020-10-16 00:00:00,4,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1146083,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465804649,2023-07-18 00:00:00,2020-09-18 00:00:00,2020-10-08 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1192149,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465804649,2023-07-18 00:00:00,2020-10-08 00:00:00,2020-10-09 00:00:00,2020-10-19 00:00:00,2020-10-19 00:00:00,1,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1108523,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465804649,2023-07-18 00:00:00,2020-09-04 00:00:00,2020-10-23 00:00:00,2020-10-27 00:00:00,2020-10-28 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1111689,Bug,MP-8465878480,AR-8465803249,AM-6910001122,AR-8465809115,2023-07-18 00:00:00,2020-09-07 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2020-10-16 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1201416,User Story,MP-8465878480,AR-8465803249,AM-6911511497,AR-8465878480,2023-07-18 00:00:00,2020-10-13 00:00:00,2020-10-13 00:00:00,2020-10-21 00:00:00,2020-10-21 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
764244,Bug,MP-8465878480,AR-8465803249,AM-7111111697,AR-8465878480,2023-07-18 00:00:00,2020-05-26 00:00:00,2020-07-06 00:00:00,2020-07-08 00:00:00,2020-07-12 00:00:00,3,2020-09-30 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
833450,Bug,MP-8465878480,AR-8465803249,AM-7111111697,AR-8465878480,2023-07-18 00:00:00,2020-06-14 00:00:00,2020-07-12 00:00:00,2020-07-12 00:00:00,2020-07-14 00:00:00,2,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
1205481,Bug,MP-8465878480,AR-8465803249,AM-7197916101,AR-8465816115,2023-07-18 00:00:00,2020-10-14 00:00:00,2020-10-14 00:00:00,2020-10-19 00:00:00,2020-10-19 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
671675,User Story,MP-8465878480,AR-8465803249,AM-7411114105,AR-8465878480,2023-07-18 00:00:00,2020-04-24 00:00:00,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-05-15 00:00:00,7,2021-07-31 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
1173696,Bug,MP-8465878480,AR-8465803249,AM-7497111110,AR-8465816115,2023-07-18 00:00:00,2020-09-30 00:00:00,2020-10-07 00:00:00,2020-10-07 00:00:00,2020-10-23 00:00:00,13,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
764171,Bug,MP-8465878480,AR-8465803249,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-05-26 00:00:00,2020-06-09 00:00:00,2020-06-09 00:00:00,2020-06-09 00:00:00,1,2020-09-30 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
832614,Bug,MP-8465878480,AR-8465803249,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-06-12 00:00:00,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-07-12 00:00:00,10,2021-02-17 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
831514,Bug,MP-8465878480,AR-8465803249,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-06-12 00:00:00,2020-07-07 00:00:00,2020-07-09 00:00:00,2020-07-12 00:00:00,2,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
790606,Bug,MP-8465878480,AR-8465803249,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-06-02 00:00:00,2020-07-13 00:00:00,2020-07-13 00:00:00,2020-07-13 00:00:00,1,2021-02-17 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
790609,Bug,MP-8465878480,AR-8465803249,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-06-02 00:00:00,2020-07-17 00:00:00,2020-07-20 00:00:00,2020-07-20 00:00:00,1,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
833449,Bug,MP-8465878480,AR-8465803249,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-06-14 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,1,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
833452,Bug,MP-8465878480,AR-8465803249,AM-7611101122,AR-8465878480,2023-07-18 00:00:00,2020-06-14 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,1,2021-08-20 00:00:00,2020-04-26 00:00:00,2020-05-08 00:00:00,Closed,Completed,TRUE
1192185,User Story,MP-8465878480,AR-8465803249,AM-7611710111,AR-8465878480,2023-07-18 00:00:00,2020-10-08 00:00:00,2020-10-16 00:00:00,2020-10-28 00:00:00,2020-10-28 00:00:00,1,2021-08-02 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1129238,Bug,MP-8465878480,AR-8465803249,AM-7710511497,AR-8465804649,2023-07-18 00:00:00,2020-09-14 00:00:00,2020-10-05 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1094870,Bug,MP-8465878480,AR-8465803249,AM-7710511497,AR-8465804649,2023-07-18 00:00:00,2020-08-28 00:00:00,2020-10-06 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1113083,Bug,MP-8465878480,AR-8465803249,AM-7710511497,AR-8465804649,2023-07-18 00:00:00,2020-09-08 00:00:00,2020-10-06 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
1105867,Bug,MP-8465878480,AR-8465803249,AM-7710511497,AR-8465804649,2023-07-18 00:00:00,2020-09-03 00:00:00,2020-10-09 00:00:00,2020-10-15 00:00:00,2020-10-16 00:00:00,2,2021-10-20 00:00:00,2020-10-14 00:00:00,2020-10-28 00:00:00,Closed,Completed,TRUE
